"created_at","id_str","full_text","quote_count","reply_count","retweet_count","favorite_count","lang","user_id_str","conversation_id_str","username","tweet_url","image_url","location"
"Wed Nov 29 12:56:59 +0000 2023","1729846918983962969","@nafebrinah Tetep aja gua ga kebeli tiket yoasobi yg kata orang2 itu "murah" 🙄","0","1","0","0","in","173795830","1729844585310920924","andanapratama","https://twitter.com/andanapratama/status/1729846918983962969","","purwakarta, indonesia"
"Tue Nov 28 13:16:45 +0000 2023","1729489507312112071","WOY YOASOBI KOK MURAH","0","0","0","0","in","1339546657","1729489503914479670","biaskuganteng2","https://twitter.com/biaskuganteng2/status/1729489507312112071","",""
"Wed Nov 29 04:20:50 +0000 2023","1729717025889530349","@evilwonkyu98 Yoasobi tuh apa? Kmrn yg kaget suamiku ngonser singer lokal  harga tiketnya around 100rb-1 jt terus kaget “hahhhh murah banget????” Terus dia yg bingung lah inimah standar ceunah wkwk","0","1","0","0","in","1140489045232898048","1729711824201797788","worldisyohan","https://twitter.com/worldisyohan/status/1729717025889530349","",""
"Tue Nov 28 13:12:26 +0000 2023","1729488422686085154","@JPFBASE Untuk ukuran Yoasobi ini termasuk murah weh  apalagi dpt bonus lanyard sm poster 😭","0","0","0","18","in","1283564504584880129","1729484037134426120","hanelain","https://twitter.com/hanelain/status/1729488422686085154","","別れた道の、その先に—"
"Thu Nov 30 09:37:08 +0000 2023","1730159012816322822","@bintiodinson EEEHHH MURAH KALII YOASOBI😭😭","0","1","0","0","in","2582489030","1730088744861229188","hknaamatata","https://twitter.com/hknaamatata/status/1730159012816322822","",""
"Tue Nov 28 14:30:25 +0000 2023","1729508045921870138","tapi murah bgt buat YOASOBI","0","0","0","0","in","1474005639995088896","1729507897535811834","aidolescence","https://twitter.com/aidolescence/status/1729508045921870138","","夢の国"
"Sun Nov 26 10:57:03 +0000 2023","1728729573431632381","@hiyojun6969 Gw barusan cek harga yoasobi terakhir plg murah 3 juta buat 2 hari","0","1","0","0","in","1189231197341138944","1728727072603095170","tcuminem","https://twitter.com/tcuminem/status/1728729573431632381","",""
"Thu Nov 30 09:14:03 +0000 2023","1730153204888039464","@biniyoongireal @Beomgyuiscimol @starfess Tapi J-Pop sebelum2nya juga mahal seharga kpop  yang yoasobi murah banget","0","0","0","0","in","3141317353","1730043589915550168","junjun_jun25","https://twitter.com/junjun_jun25/status/1730153204888039464","",""
"Thu Nov 30 04:10:21 +0000 2023","1730076775752081598","Dijual Besok  Berikut Harga Tiket Konser YOASOBI di Jakarta  Paling Mahal Tak Sampai Rp2 Juta https://t.co/aqigSJzmKD","0","0","0","0","in","2161984422","1730076775752081598","bbyebluu","https://twitter.com/bbyebluu/status/1730076775752081598","",""
"Wed Nov 29 07:05:01 +0000 2023","1729758345446236609","@jilansy Kalau dibandingin sama tiket fanmeet thailand  ya murah bgt ini tiket yoasobi😭","0","1","1","1","in","1263977430781497347","1729494918459256936","itskindaaya","https://twitter.com/itskindaaya/status/1729758345446236609","",""
"Wed Nov 29 03:15:57 +0000 2023","1729700699456348565","@SuperYena9 @JPFBASE Iya sih jatohnya murah bgt. Soalnya yoasobi juga lagi naik daun bgt","0","0","0","0","in","2481152899","1729484037134426120","ametarasuairi","https://twitter.com/ametarasuairi/status/1729700699456348565","",""
"Tue Nov 28 13:48:56 +0000 2023","1729497608228683894","@joyfool55 sama  pada bilang murah tp tetep gak kereach. ya Allah mau kayaaa mau nonton yoasobi","0","1","0","0","in","1463167889352048641","1729486543247855695","mediolady","https://twitter.com/mediolady/status/1729497608228683894","",""
"Tue Nov 28 12:19:09 +0000 2023","1729475013445878016","@gupiyupi Yoasobi tpi kan group bun mangkanya mungkin mahal tpi ya gatau juga sih AH ELAHHHHHHHH","0","1","0","0","in","1089466323002810368","1729471725656830019","gypsophille","https://twitter.com/gypsophille/status/1729475013445878016","","AU tap here "
"Wed Nov 29 13:19:13 +0000 2023","1729852516735561833","@atychip127 @jamieejjaemie @jilansy rill kah? apa krn yoasobi ini band dengan nama besar(?) tapi beneran ini murah kataku *pribadi😭😭😭🙏🏼😔","0","1","0","0","in","1059950281","1729494918459256936","fhnmandaxx","https://twitter.com/fhnmandaxx/status/1729852516735561833","","Indonesia"
"Tue Nov 28 14:14:22 +0000 2023","1729504007427645472","@joyijoji @JPFBASE HA SEKELAS YOASOBI MURAH AMAT CUY TP MASI UAS BEJIRRRRRRR","0","1","0","0","in","1430908763771346948","1729484037134426120","mengdihati","https://twitter.com/mengdihati/status/1729504007427645472","","Kanazawa-shi, Ishikawa"
"Tue Nov 28 12:20:33 +0000 2023","1729475362470629581","@pentiljimin MURAH BFT BGT BGT BGT BUAT SEKELAS YOASOBI😭😭😭","0","1","0","0","in","1119048265834516480","1729471153402777937","vonpjm","https://twitter.com/vonpjm/status/1729475362470629581","","20★彡"
"Fri Nov 24 15:48:32 +0000 2023","1728078151304052983","@syawbarashii @motherinsunday Yoasobi pasti lebih mahal dr radwimps kemaren pak 😭","0","1","0","0","in","530939143","1728074194481475810","bimanputra","https://twitter.com/bimanputra/status/1728078151304052983","","Kota Yogyakarta, Yogyakarta"
"Wed Nov 29 05:17:10 +0000 2023","1729731204474106238","@JPFBASE yang ku suka kalau artis jepang tuh harganya masih oke.. sekelas yoasobi anjrit mantab 😭🤙🏻 apalagi kalau di Impactnation bisa lebih murah..","0","0","0","0","in","1213759885860454401","1729484037134426120","vtaeby_","https://twitter.com/vtaeby_/status/1729731204474106238","","𓍯ARMY"
"Tue Nov 28 15:57:44 +0000 2023","1729530020979490886","@joochstar iyaa ya  pas radwimps aja murah bgt dan masih satu promotor juga sama yoasobi. penasaran kira2 nanti eve bakalan segimana harga tiketnya  soalnya promotornya juga sama🥲","0","1","0","0","in","1208128137243942912","1729526939256602966","softbe9m","https://twitter.com/softbe9m/status/1729530020979490886","",""
"Tue Nov 28 16:05:01 +0000 2023","1729531852619485293","@softbe9m Asliii selalu amaze sama harga tiket konser jpop yang manusiawi bin banyak benefitnya padahal lokasi samaan kayak konser kpop tapi kenapa harga tiketnya kayak mau naik haji sih. Heran sumpah. Mungkin eve ga jauh deh? Lebih murah dikit tapi sebelas duabelas sama radwimps yoasobi?","0","1","0","0","in","1268008471254843392","1729526939256602966","joochstar","https://twitter.com/joochstar/status/1729531852619485293","","Golcha🎳SKE48☀Hinatazaka46💙🏸"
"Sat Nov 25 11:22:52 +0000 2023","1728373683293659511","@minnionette_ @hwidiology Udah liatt wkwkw  Strwss banget habis liat yoasobi mau ngonser januari  may afa🤣  Penasaran tiketnya sekarang berapa Soalnya jaman dulu tiket afa aja dah tergolong mahal kan?","0","0","0","0","in","842045583678308352","1728368601391153397","tortoisemr_","https://twitter.com/tortoisemr_/status/1728373683293659511","","🐢"
"Wed Nov 29 03:42:01 +0000 2023","1729707258282398184","@theroselovesme BENER BANGET ASTAGA  yoasobi kesini jg  murah bgt lagi  lucy jg rumor rumor benefit tambahan terus. Ini mereka kapan annouce sii biar aman dlu buat take tiket mereka😵‍💫","0","1","0","0","in","894065503253143553","1729696091233198317","onlyonefeel28","https://twitter.com/onlyonefeel28/status/1729707258282398184","","Selective. 𓆉𓇼☼*ੈ✩‧₊˚"
"Fri Nov 24 15:46:24 +0000 2023","1728077616911982602","@odihaeyo Yang bikin males gda tuh tiketnya mahal trus pake buzzer kek heuu -_- males liatnya  Blom nasib pulang pergi gimana transport ke jis susah  Ini yoasobi di istora akses gampang 👍😬 harga tiket juga harusnya lebih manusiawi","0","1","0","0","in","1115827135","1728073796739846189","YJShinn_","https://twitter.com/YJShinn_/status/1728077616911982602","",""
"Tue Nov 28 12:53:12 +0000 2023","1729483580781584791","@starfess Njir murah bangett yoasobi😭 Ya Allah pengen","0","0","0","0","in","1360681912130412544","1729482471555965248","gyurirom","https://twitter.com/gyurirom/status/1729483580781584791","","Indonesia"
"Tue Nov 28 15:42:24 +0000 2023","1729526162748223566","@ditditdit77 @JPFBASE wkwkw iyaa cuma aku ngira yg paling murah bakal under 1jt kayak konser penyanyi jepang sebelum2nyaa :'))   tpi betul sih untuk sekelas yoasobi udh pasti worth it juga harga segitu :D","0","1","0","0","in","2356150098","1729484037134426120","dysrmdh","https://twitter.com/dysrmdh/status/1729526162748223566","",""
"Thu Nov 30 03:22:49 +0000 2023","1730064815337726147","@Beomgyuiscimol @starfess tp kaget sih yoasobi tiketnya murah bgtttt","0","0","0","0","in","177843624","1730043589915550168","urmoonn","https://twitter.com/urmoonn/status/1730064815337726147","","iKONICs, YGSTAN"
"Tue Nov 28 13:20:40 +0000 2023","1729490490943524877","@JPFBASE BJIR MURAH BGT YUYUR AJA TAPI KNO HARUS JANUARI SIH KAKAK KAKAK YOASOBI ELAAAHHH😭😭😭😭🙏","0","0","0","0","in","1265945336364687361","1729484037134426120","clxirejoan","https://twitter.com/clxirejoan/status/1729490490943524877","",""
"Wed Nov 29 09:13:07 +0000 2023","1729790582845821310","@kiiroorigami Emang kalo tiket jepang tuh paling mahal berapaan sih kak? Aku baru sekali nonton soalnya. Tapi menurut aku untuk tiket yoasobi ini agak mahal sih. Ketar-ketir pas eve keluarin harga tiket ntar🤣","0","0","0","0","in","416815936","1729546049474183263","xaviervip","https://twitter.com/xaviervip/status/1729790582845821310","","All Over The World"
"Tue Nov 28 12:48:48 +0000 2023","1729482471555965248","-star guys seatplan yoasobi nih harganya lumayan murah 🥹🥹 sapa yg mau nontonnn???? https://t.co/o0E7OtZkmi","262","101","16","189","in","1210342758029807616","1729482471555965248","starfess","https://twitter.com/starfess/status/1729482471555965248","https://pbs.twimg.com/media/GABbJDeaMAArAxV.jpg","RULES DI LINK"
"Wed Nov 29 07:40:03 +0000 2023","1729767163513180233","Wah ternyata lebih murah harga tiket konser Yoasobi di korea dibanding Jakarta    1 45 jt (KRW 121 000) sydag termasuk pajak dan seating bebas.   Padahal UMR Seoul 24 juta sebulan😭 https://t.co/ns5REDzYER","51","28","164","525","in","1270376404551524353","1729767163513180233","anggapph2","https://twitter.com/anggapph2/status/1729767163513180233","https://pbs.twimg.com/media/GAFbVzBbQAAnRRU.png","Tuan/His Excellency"
"Tue Nov 28 13:38:15 +0000 2023","1729494918459256936","warga +62 keseringan lihat pricelist konser bernominal UMR sampai tiket yoasobi 1-2 juta auto bilang "MURAH BANGET"","1107","75","2146","6908","in","43897705","1729494918459256936","jilansy","https://twitter.com/jilansy/status/1729494918459256936","","Lang:🇮🇩🇬🇧🇯🇵 Topic:📚🎬☕️"
"Tue Nov 28 12:51:45 +0000 2023","1729483216208461957","HAHH YOASOBI MURAH WKWKW https://t.co/rrdrl1o2ux","4","14","0","0","in","834757717109592065","1729483216208461957","jingriu","https://twitter.com/jingriu/status/1729483216208461957","https://pbs.twimg.com/media/GABb0Boa0AE-was.jpg","DO NOT FOLLOW FIRST 21+ / Dif "
"Tue Nov 28 13:50:03 +0000 2023","1729497887367741494","yoasobi KOK MURAH","0","4","0","0","in","1284418217989910528","1729497887367741494","melozicam","https://twitter.com/melozicam/status/1729497887367741494","",""
"Tue Nov 28 12:29:21 +0000 2023","1729477577272877169","TIKET YOASOBI MURAH AMAY??????","0","2","0","0","in","1329376641001213953","1729477577272877169","tincggi","https://twitter.com/tincggi/status/1729477577272877169","",""
"Thu Nov 30 12:55:01 +0000 2023","1730208812404297808","mahal siot yoasobi ni","0","2","0","2","tl","1031880298928066560","1730208812404297808","alifrrsln","https://twitter.com/alifrrsln/status/1730208812404297808","","Subang Jaya"
"Sun Nov 26 05:03:01 +0000 2023","1728640478655152386","Dijual murah gentong bernyawa buat modal nonton konser yoasobi  750jt deal nego tipis bonus bapaknya https://t.co/k80geXzWi6","0","4","0","71","in","1684874639095504896","1728640478655152386","ikikemul","https://twitter.com/ikikemul/status/1728640478655152386","https://pbs.twimg.com/media/F_1dWntasAA3Cti.jpg",""
"Tue Nov 28 12:07:05 +0000 2023","1729471976249676191","FAKLAHHHH TIKET YOASOBI MURAH BANGET 😭 https://t.co/ndZewpqtvh","0","2","0","0","in","215162965","1729471976249676191","foresyadow","https://twitter.com/foresyadow/status/1729471976249676191","https://pbs.twimg.com/media/GABRmNGbUAAbDYI.jpg","🇮🇩 | a bit selective!"
"Tue Nov 28 13:18:33 +0000 2023","1729489958459834797","TIKET YOASOBI FESTNYA KOK MURAH HEE?!?! 😭😭","0","2","0","1","in","1176437339242950657","1729489958459834797","Supervoid_","https://twitter.com/Supervoid_/status/1729489958459834797","","［ olympus ］"
"Tue Nov 28 15:17:58 +0000 2023","1729520012245999829","Banyak yg bilang tiket konser Yoasobi di Istora terbilang murah berarti orang yg penghasilan di atas rata2 orang Indonesia yg jadi wibu sekarang udah lumayan banyak ya?  Kenapa gw bukan salah satunya? 😭 https://t.co/TWIOhe8WuP","0","2","0","2","in","1081815945939546113","1729520012245999829","astroharis","https://twitter.com/astroharis/status/1729520012245999829","https://pbs.twimg.com/media/GAB9RulaMAAQx4B.jpg","Tobetsu-cho, Hokkaidō"
"Tue Nov 28 15:44:30 +0000 2023","1729526689854890395","puji tuhan yoasobi ga mahal","0","2","0","0","in","276926949","1729526689854890395","redyyder","https://twitter.com/redyyder/status/1729526689854890395","","Jakarta Capital Region, Indone"
"Tue Nov 28 13:35:18 +0000 2023","1729494174381326537","ANYING TIKET YOASOBI MURAH BANGET 😭","0","2","0","0","in","1513534505285750791","1729494174381326537","L0IDF0RGER","https://twitter.com/L0IDF0RGER/status/1729494174381326537","","He/My | ♊ bitches— 20+ 🇮🇩"
"Wed Nov 29 04:37:44 +0000 2023","1729721280193056801","pl yoasobi murah juga ya 🥲","0","2","0","0","in","1235722780500307968","1729721280193056801","kaashisme","https://twitter.com/kaashisme/status/1729721280193056801","","she/her"
"Wed Nov 29 07:47:13 +0000 2023","1729768965964959949","Yoasobi di Istora sumpah ini murah banget ketimbang konser Korea sih. Warnya pasti bersama para wibu https://t.co/bJW8RFeGCe","0","2","0","0","in","134371324","1729768965964959949","NachosMoving","https://twitter.com/NachosMoving/status/1729768965964959949","https://pbs.twimg.com/media/GAFftP1aQAAlipF.jpg",""
"Mon Nov 27 14:41:27 +0000 2023","1729148435734139203","Feeling aku YOASOBI tiketnya mahal 🙂","0","4","0","0","in","62780040","1729148435734139203","ansaudi","https://twitter.com/ansaudi/status/1729148435734139203","","+62"
"Tue Nov 28 12:06:36 +0000 2023","1729471851485945981","ADUH YOASOBI PALING MURAH 1.3 BAJINGANN","0","2","0","1","in","1116336985902174208","1729471851485945981","parkinguyvalet","https://twitter.com/parkinguyvalet/status/1729471851485945981","","Wakanda"
"Wed Nov 29 08:50:35 +0000 2023","1729784910552981828","Weh tiket yoasobi tu beneran kh?😭 murah banget😭😭 maw nonton😭😭😭","0","2","0","0","in","1582661338291400705","1729784910552981828","njskyaegi","https://twitter.com/njskyaegi/status/1729784910552981828","",""
"Wed Nov 29 05:42:51 +0000 2023","1729737668076986429","yoasobi murah bgt bjir aku ingin sekali😭","0","2","0","0","in","807821623457816576","1729737668076986429","qkrtn_","https://twitter.com/qkrtn_/status/1729737668076986429","","main: 레드벨벳💚 | 🏹🎏•⛩️"
"Tue Nov 28 16:21:48 +0000 2023","1729536077986460022","mahal bgtsih tiket yoasobi 🥲🥲🥲🥲","0","1","0","0","in","1450976934515523584","1729536077986460022","trik0i","https://twitter.com/trik0i/status/1729536077986460022","",""
"Sun Nov 26 00:39:54 +0000 2023","1728574263563825292","Thanks trakteernya semoga puas 🙏 Sgtu aja leak nya konten full bisa beli langsung ke orangnya   mahal bjirr :v  Link https://t.co/7GrF54RpZy  Donate/req https://t.co/WPI4mpFU0v  FIFA Kelas 12 PSSI Nanami Firli Krystal Gemoy Cinta Laura YOASOBI bambam Mendung Liverpool #Mydemon https://t.co/6xJSnpeqDi","0","0","7","23","in","1699302320461504512","1728574263563825292","arielgamtenk","https://twitter.com/arielgamtenk/status/1728574263563825292","https://pbs.twimg.com/media/F_0hIQWakAAL9G9.jpg","New Jersey, USA"
"Tue Nov 28 12:31:20 +0000 2023","1729478076780990632","Gas gak sih ini yoasobi murah tiket kapan jual","0","1","0","0","in","587323149","1729478076780990632","ddumptra5h","https://twitter.com/ddumptra5h/status/1729478076780990632","","indonesia"
"Tue Nov 28 15:24:41 +0000 2023","1729521703578149174","apa mahal sangat ticket yoasobi ni","0","0","0","1","tl","2201178830","1729521703578149174","asyrfzm","https://twitter.com/asyrfzm/status/1729521703578149174","",""
"Tue Nov 28 15:48:37 +0000 2023","1729527725810229588","Yoasobi Malay murah lagi  beli ga ya","0","2","0","0","in","495740778","1729527725810229588","bagasetyo","https://twitter.com/bagasetyo/status/1729527725810229588","","Batam"
"Tue Nov 28 13:46:02 +0000 2023","1729496877639594172","nonton yoasobi di jepang langsung aja lebih murah 🤣","0","2","3","5","in","116441804","1729496877639594172","hazumidayo","https://twitter.com/hazumidayo/status/1729496877639594172","","Kanazawa-shi, Ishikawa"
"Wed Nov 29 01:34:48 +0000 2023","1729675241897484293","gmn yak yoasobi plg murah 1.25 cok lgsg abis lah duit w itu","0","2","0","0","in","1482933833112891394","1729675241897484293","haerinnangor","https://twitter.com/haerinnangor/status/1729675241897484293","",""
"Tue Nov 28 16:38:03 +0000 2023","1729540165348266129","YOASOBI MURAH BGT ANJEEERR AAAA","0","1","0","0","in","1051514658903941120","1729540165348266129","Asnodthiver","https://twitter.com/Asnodthiver/status/1729540165348266129","",""
"Wed Nov 29 02:17:42 +0000 2023","1729686038698680784","Tiket pesawat tuh kenapa mahal banget sih bangsat. Yakali tiket konser Yoasobi Festival 1 5jt  tiket pesawat Koe-Cgk-Koe 5jt. Klo PP masih 2jtan mah gw jabanin sumpah.","0","2","0","0","in","144218474","1729686038698680784","msneuvillette","https://twitter.com/msneuvillette/status/1729686038698680784","","Sesuai SK"
"Tue Nov 28 15:10:17 +0000 2023","1729518077459767486","/gen ask   tp tiket yoasobi tuh murah darimananya 😭 murah karena gap per masing2 catnya tipis ato gimana? gtw yh kantongku kantong pelajar kere","0","4","0","0","in","960469010142830592","1729518077459767486","baeniverze","https://twitter.com/baeniverze/status/1729518077459767486","","🖇️🌸 she/her　༉‧₊˚."
"Tue Nov 28 12:06:00 +0000 2023","1729471702059687956","Tiket yoasobi murah anjir TAKUT","0","3","0","0","in","84604579","1729471702059687956","puripurisu","https://twitter.com/puripurisu/status/1729471702059687956","","Jakarta"
"Wed Nov 29 02:53:16 +0000 2023","1729694991931297831","Yoasobi tiketnya murah gini","0","1","0","0","in","100663046","1729694991931297831","nadhtrium","https://twitter.com/nadhtrium/status/1729694991931297831","",""
"Wed Nov 29 05:37:00 +0000 2023","1729736194253074713","itu tiket yoasobi murah bgt anjing tp terhalang flight pp🥲","0","1","0","0","in","579560129","1729736194253074713","acciolemon","https://twitter.com/acciolemon/status/1729736194253074713","","ca - 20+ mdni"
"Tue Nov 28 12:45:01 +0000 2023","1729481522884010471","FAKKKK MURAH COK YOASOBI qlhdakgdakfxdwlgdwlhaxllyadxlyx https://t.co/AglgID08ep","0","1","0","0","in","977445899361124352","1729481522884010471","Yerwonie","https://twitter.com/Yerwonie/status/1729481522884010471","https://pbs.twimg.com/media/GABaRo6b0AAfzn3.jpg","Tokyo-to, Japan"
"Tue Nov 28 12:50:10 +0000 2023","1729482817023926590","kaget yoasobi tiketnya murah😭😭😭 MKSDNYA KEK UNDER 2 JT SMUA NANGIS","0","1","0","0","in","1188826014417223682","1729482817023926590","Putatieh","https://twitter.com/Putatieh/status/1729482817023926590","","Still Here"
"Tue Nov 28 13:33:08 +0000 2023","1729493628689805573","Mahal maknat tiket Yoasobi🤣🤣","0","0","0","0","in","467489962","1729493628689805573","radhiozil","https://twitter.com/radhiozil/status/1729493628689805573","","Johor"
"Mon Nov 27 04:10:14 +0000 2023","1728989583139033135","MAHAL NYA YA AULOH!  IVE OIII AKU NAK KOREK DUIT KAT MANA!!!???  CF LAGI  YOASOBI LAGI. https://t.co/XQmaf8RyWY","0","1","0","1","in","990044730326110208","1728989583139033135","gatto_nkmaco","https://twitter.com/gatto_nkmaco/status/1728989583139033135","https://pbs.twimg.com/tweet_video_thumb/F_6a24sbAAAurSv.jpg","Ampang, Wilayah Persekutuan Ku"
"Sat Nov 25 05:30:22 +0000 2023","1728284973986369553","Rekomendasi Sepatu Running Murah Di Kantong!  Wajib cek disini🌟 Save Aja Dulu  CO nya Belakangan!  -A thread-  Tag: #zonauang Rebecca Prof. Dr. Petrus R. Golose Jungpal FIFA #SongKang Mendung Hari Sabtu Papua Firli Nanami YOASOBI https://t.co/q1g9YphBe8","1","1","1","2","in","1546761619102789632","1728284973986369553","Skyr2023","https://twitter.com/Skyr2023/status/1728284973986369553","https://pbs.twimg.com/media/F_waAYmbQAA1wAi.jpg",""
"Tue Nov 28 18:46:20 +0000 2023","1729572448079646941","Harga konser yoasobi kok murah gini hadeuu","0","1","0","0","in","2987852125","1729572448079646941","bimovz","https://twitter.com/bimovz/status/1729572448079646941","","Indonesia"
"Thu Nov 30 09:37:08 +0000 2023","1730159012816322822","@bintiodinson EEEHHH MURAH KALII YOASOBI😭😭","0","1","0","0","in","2582489030","1730088744861229188","hknaamatata","https://twitter.com/hknaamatata/status/1730159012816322822","",""
"Wed Nov 29 14:25:03 +0000 2023","1729869082684694877","@anggapph2 @RukmanaYa21035 Kapasitas Istora itu 7200. Konser Yoasobi di Indonesia apa mahal di sewa venue?","0","1","0","0","in","1081815945939546113","1729767163513180233","astroharis","https://twitter.com/astroharis/status/1729869082684694877","","Tobetsu-cho, Hokkaidō"
"Tue Nov 28 13:38:15 +0000 2023","1729494918459256936","warga +62 keseringan lihat pricelist konser bernominal UMR sampai tiket yoasobi 1-2 juta auto bilang "MURAH BANGET"","1107","75","2146","6910","in","43897705","1729494918459256936","jilansy","https://twitter.com/jilansy/status/1729494918459256936","","Lang:🇮🇩🇬🇧🇯🇵 Topic:📚🎬☕️"
"Tue Nov 28 12:48:48 +0000 2023","1729482471555965248","-star guys seatplan yoasobi nih harganya lumayan murah 🥹🥹 sapa yg mau nontonnn???? https://t.co/o0E7OtZkmi","262","101","16","189","in","1210342758029807616","1729482471555965248","starfess","https://twitter.com/starfess/status/1729482471555965248","https://pbs.twimg.com/media/GABbJDeaMAArAxV.jpg","RULES DI LINK"
"Wed Nov 29 07:40:03 +0000 2023","1729767163513180233","Wah ternyata lebih murah harga tiket konser Yoasobi di korea dibanding Jakarta    1 45 jt (KRW 121 000) sydag termasuk pajak dan seating bebas.   Padahal UMR Seoul 24 juta sebulan😭 https://t.co/ns5REDzYER","51","28","164","525","in","1270376404551524353","1729767163513180233","anggapph2","https://twitter.com/anggapph2/status/1729767163513180233","https://pbs.twimg.com/media/GAFbVzBbQAAnRRU.png","Tuan/His Excellency"
"Tue Nov 28 12:51:45 +0000 2023","1729483216208461957","HAHH YOASOBI MURAH WKWKW https://t.co/rrdrl1o2ux","4","14","0","0","in","834757717109592065","1729483216208461957","jingriu","https://twitter.com/jingriu/status/1729483216208461957","https://pbs.twimg.com/media/GABb0Boa0AE-was.jpg","DO NOT FOLLOW FIRST 21+ / Dif "
"Tue Nov 28 12:29:21 +0000 2023","1729477577272877169","TIKET YOASOBI MURAH AMAY??????","0","2","0","0","in","1329376641001213953","1729477577272877169","tincggi","https://twitter.com/tincggi/status/1729477577272877169","",""
"Tue Nov 28 13:50:03 +0000 2023","1729497887367741494","yoasobi KOK MURAH","0","4","0","0","in","1284418217989910528","1729497887367741494","melozicam","https://twitter.com/melozicam/status/1729497887367741494","",""
"Wed Nov 29 08:50:35 +0000 2023","1729784910552981828","Weh tiket yoasobi tu beneran kh?😭 murah banget😭😭 maw nonton😭😭😭","0","2","0","0","in","1582661338291400705","1729784910552981828","njskyaegi","https://twitter.com/njskyaegi/status/1729784910552981828","",""
"Wed Nov 29 07:47:13 +0000 2023","1729768965964959949","Yoasobi di Istora sumpah ini murah banget ketimbang konser Korea sih. Warnya pasti bersama para wibu https://t.co/bJW8RFeGCe","0","2","0","0","in","134371324","1729768965964959949","NachosMoving","https://twitter.com/NachosMoving/status/1729768965964959949","https://pbs.twimg.com/media/GAFftP1aQAAlipF.jpg",""
"Tue Nov 28 15:17:58 +0000 2023","1729520012245999829","Banyak yg bilang tiket konser Yoasobi di Istora terbilang murah berarti orang yg penghasilan di atas rata2 orang Indonesia yg jadi wibu sekarang udah lumayan banyak ya?  Kenapa gw bukan salah satunya? 😭 https://t.co/TWIOhe8WuP","0","2","0","2","in","1081815945939546113","1729520012245999829","astroharis","https://twitter.com/astroharis/status/1729520012245999829","https://pbs.twimg.com/media/GAB9RulaMAAQx4B.jpg","Tobetsu-cho, Hokkaidō"
"Tue Nov 28 12:31:20 +0000 2023","1729478076780990632","Gas gak sih ini yoasobi murah tiket kapan jual","0","1","0","0","in","587323149","1729478076780990632","ddumptra5h","https://twitter.com/ddumptra5h/status/1729478076780990632","","indonesia"
"Tue Nov 28 12:07:05 +0000 2023","1729471976249676191","FAKLAHHHH TIKET YOASOBI MURAH BANGET 😭 https://t.co/ndZewpqtvh","0","2","0","0","in","215162965","1729471976249676191","foresyadow","https://twitter.com/foresyadow/status/1729471976249676191","https://pbs.twimg.com/media/GABRmNGbUAAbDYI.jpg","🇮🇩 | a bit selective!"
"Wed Nov 29 05:42:51 +0000 2023","1729737668076986429","yoasobi murah bgt bjir aku ingin sekali😭","0","2","0","0","in","807821623457816576","1729737668076986429","qkrtn_","https://twitter.com/qkrtn_/status/1729737668076986429","","main: 레드벨벳💚 | 🏹🎏•⛩️"
"Mon Nov 27 14:41:27 +0000 2023","1729148435734139203","Feeling aku YOASOBI tiketnya mahal 🙂","0","4","0","0","in","62780040","1729148435734139203","ansaudi","https://twitter.com/ansaudi/status/1729148435734139203","","+62"
"Tue Nov 28 15:48:37 +0000 2023","1729527725810229588","Yoasobi Malay murah lagi  beli ga ya","0","2","0","0","in","495740778","1729527725810229588","bagasetyo","https://twitter.com/bagasetyo/status/1729527725810229588","","Batam"
"Tue Nov 28 13:35:18 +0000 2023","1729494174381326537","ANYING TIKET YOASOBI MURAH BANGET 😭","0","2","0","0","in","1513534505285750791","1729494174381326537","L0IDF0RGER","https://twitter.com/L0IDF0RGER/status/1729494174381326537","","He/My | ♊ bitches— 20+ 🇮🇩"
"Tue Nov 28 13:18:33 +0000 2023","1729489958459834797","TIKET YOASOBI FESTNYA KOK MURAH HEE?!?! 😭😭","0","2","0","1","in","1176437339242950657","1729489958459834797","Supervoid_","https://twitter.com/Supervoid_/status/1729489958459834797","","［ olympus ］"
"Sun Nov 26 05:03:01 +0000 2023","1728640478655152386","Dijual murah gentong bernyawa buat modal nonton konser yoasobi  750jt deal nego tipis bonus bapaknya https://t.co/k80geXzWi6","0","4","0","71","in","1684874639095504896","1728640478655152386","ikikemul","https://twitter.com/ikikemul/status/1728640478655152386","https://pbs.twimg.com/media/F_1dWntasAA3Cti.jpg",""
"Wed Nov 29 02:17:42 +0000 2023","1729686038698680784","Tiket pesawat tuh kenapa mahal banget sih bangsat. Yakali tiket konser Yoasobi Festival 1 5jt  tiket pesawat Koe-Cgk-Koe 5jt. Klo PP masih 2jtan mah gw jabanin sumpah.","0","2","0","0","in","144218474","1729686038698680784","msneuvillette","https://twitter.com/msneuvillette/status/1729686038698680784","","Sesuai SK"
"Tue Nov 28 14:06:53 +0000 2023","1729502123224695017","Jujur tiket Yoasobi ini ga mahal bgt. Emg gwnya aja yg terlalu miskin😭 https://t.co/JztdQnaoo0","0","0","0","0","in","1371386057216860164","1729502123224695017","cristhgrande","https://twitter.com/cristhgrande/status/1729502123224695017","https://pbs.twimg.com/media/GABtA6hXsAAWPa6.jpg","west side"
